name,RA,DEC,Plate,MJD,FiberID
b'J013418.8+014648',23.57865,1.78008,7842,56899,483
b'J113554.8+081248',173.97837,8.21353,1619,53084,526
b'J120901.0+250542',182.25453,25.09503,2656,54484,517
b'J163031.1+383503',247.62982,38.58442,1173,52790,463
b'J104322.7+640725',160.84472,64.12381,773,52376,530
b'J020251.3-000852',30.71381,-0.14792,1075,52933,61
b'J105910.0+235811',164.79184,23.96986,2486,53876,475
b'J010112.5-094502',15.30218,-9.75068,658,52146,555
b'J142140.8+300723',215.42039,30.12321,2129,54252,59
b'J105916.0+073901',164.81708,7.65051,1003,52641,348
b'J112347.1+022249',170.94629,2.38031,512,51992,356
b'J110528.5+125048',166.36895,12.84692,1603,53119,566
b'J164939.1+510931',252.41318,51.15874,8055,57187,810
b'J154502.4+300748',236.2603,30.1302,1390,53142,330
b'J161142.1+234525',242.92573,23.75713,1657,53520,423
b'J111908.8+634152',169.78701,63.69785,596,52370,71
b'J092435.5+472252',141.14826,47.38115,900,52637,58
b'J170633.7+361509',256.6405,36.25254,4988,55825,856
b'J131547.3+424809',198.94722,42.80273,1460,53138,551
b'J101720.7+505117',154.33632,50.85479,8168,56992,564
b'J162148.7+404851',245.45311,40.81434,1171,52753,153
b'J155551.9+335126',238.96706,33.857205,1418,53142,317
b'J014347.3-012604',25.94727,-1.43471,7844,56982,501
b'J002358.2+032840',5.99253,3.47783,8747,57401,420
b'J074700.1+285606',116.75056,28.934906,1059,52618,327
b'J093912.2+033956',144.80094,3.6655116,570,52266,318
b'J124242.5+421318',190.6774599,42.2218799,1454,53090,30
b'J094214.8+335535',145.56186,33.92646,1945,53387,349
b'J001456.2+260716',3.73424,26.12121,7662,57358,518
b'J154511.8+523816',236.29948,52.63803,618,52049,210
b'J152341.7+434044',230.92404,43.67915,1051,52468,206
b'J163428.4+390120',248.61861,39.02235,817,52381,307
b'J211839.0+004035',319.66255,0.67661,5141,55746,22
b'J154128.3+553908',235.36803,55.65247,617,52072,245
b'J155347.5+362207',238.44794,36.36883,1417,53141,441
b'J124509.7+534725',191.2904399,53.7904099,1038,52673,247
b'J133120.5+583226',202.8356,58.5406,960,52425,280
b'J142547.5+110418',216.44814,11.07176,5465,55988,502
b'J122339.0+461133',185.91286,46.19262,6640,56385,116
b'J075448.9+303347',118.70383,30.56319,1060,52636,401
b'J154944.8+534444',237.43693,53.74576,618,52049,385
b'J021523.2-021937',33.84686,-2.32722,7835,56986,346
b'J123353.6+490521',188.47356,49.0893,1278,52735,292
b'J163248.3+484543',248.20161,48.76208,625,52145,31
b'J113455.1+274139',173.72983,27.69417,6410,56336,554
b'J114047.6+190642',175.19919,19.111646,2506,54179,186
b'J100214.1+492944',150.55912,49.49583,1006,52708,173
b'J142007.7+055121',215.0322,5.8559,1826,53499,166
b'J141747.4+513013',214.44758,51.50385,1045,52725,476
b'J143321.3+380900',218.3388,38.15015,1381,53089,581
b'J115758.3+261334',179.49273,26.226039,2226,53819,248
b'J121341.5-003443',183.42308,-0.5785592,287,52023,163
b'J135155.1+410625',207.97995,41.10709,3380,54977,183
b'J142653.9+123621',216.72463,12.60584,1708,53503,162
b'J154901.3+542259',237.25545,54.38324,619,52056,291
b'J164258.7+394821',250.74479,39.80601,6038,56090,144
b'J103319.9+274022',158.33331,27.67298,2353,53794,600
b'J131308.1+230713',198.28388,23.12047,2651,54507,417
b'J103139.8+184147',157.91616,18.69655,2591,54140,604
b'J140643.0+630444',211.6794699,63.0789799,605,52353,523
b'J113941.3+555259',174.92231,55.88307,1310,53033,1
b'J141930.2+642157',214.8759999,64.3659199,499,51988,349
b'J095822.7+322328',149.5946,32.39112,1949,53433,472
b'J153803.1+382132',234.51307,38.359,1294,52753,574
b'J134434.3+600120',206.14313,60.02223,786,52319,216
b'J092705.4+374157',141.77258,37.69929,1214,52731,238
b'J075901.5+184335',119.75645,18.72652,1922,53315,209
b'J140137.4+323215',210.40614,32.53771,2121,54180,478
b'J143821.6+055436',219.59034,5.91027,1828,53504,104
b'J162745.2+452435',246.93855,45.40988,6029,56099,24
b'J122424.3+064712',186.10128,6.78672,1626,53472,208
b'J112708.6+664149',171.7859199,66.6971699,7114,56748,620
b'J012836.2-024812',22.15094,-2.80351,4352,55533,108
b'J094745.1+471131',146.93828,47.19212,1005,52703,212
b'J134025.2+223238',205.10522,22.54408,2654,54231,408
b'J120343.3+283602',180.9307,28.60081,2225,53729,2
b'J155524.7+050146',238.85312,5.02971,2951,54592,526
b'J085125.9+094020',132.85815,9.67239,1760,53086,442
b'J094522.2+334532',146.34276,33.75902,1945,53387,438
b'J105320.4+391055',163.33534,39.1822,1435,52996,275
b'J104126.7+313420',160.36148,31.57226,1969,53383,582
b'J111136.6+482945',167.90291,48.49585,964,52646,80
b'J122506.8+483435',186.27856,48.57642,1453,53084,327
b'J133618.3+101749',204.0763,10.29715,1802,53885,451
b'J125158.0+561150',192.99177,56.19742,1318,52781,297
b'J124743.8+412317',191.9319,41.388065,1456,53115,185
b'J143211.6+505648',218.0486,50.9469,8406,57513,965
b'J124745.5+572951',191.93979,57.49752,1317,52765,514
b'J155150.0+470849',237.95838,47.14701,1168,52731,541
b'J160612.4+333547',241.55201,33.59665,1418,53142,73
b'J145254.6+143359',223.22773,14.56644,2750,54242,482
b'J093833.5+225130',144.63967,22.85839,2292,53713,448
b'J103923.1+563945',159.84635,56.66263,8179,57429,680
b'J155708.7+532534',239.28639,53.42637,6709,56429,236
b'J090532.9+595020',136.38734,59.839,8197,57064,907
b'J150031.3+551724',225.13045,55.29006,6712,56421,648
b'J110058.1-005259',165.24211,-0.88315,3836,55302,258
b'J104400.2+333644',161.0008799,33.61237,2025,53431,186
b'J095850.8+511033',149.71169,51.17585,902,52409,38
b'J131414.3+614833',198.55961,61.80929,784,52327,425
b'J123632.0+494842',189.13359,49.81191,7418,57165,978
b'J140617.6+573742',211.57341,57.62852,1159,52669,486
b'J163735.1+372334',249.39626,37.39297,1173,52790,11
b'J100347.0+570649',150.946,57.11377,558,52317,68
b'J235931.5-063949',359.88113,-6.6635206,7147,56574,802
b'J015047.8+011854',27.69958,1.31505,7840,57003,621
b'J122908.3+561108',187.28481,56.18576,1020,52721,415
b'J094534.7+384543',146.39495,38.76207,1276,53035,459
b'J113626.3+401913',174.10995,40.3205,1972,53466,450
b'J100652.2+354633',151.7177,35.77593,8856,57453,490
b'J103012.3+223844',157.55162,22.64558,2366,53741,639
b'J141324.6+460421',213.35204,46.072492,6751,56368,334
b'J083724.3+161549',129.35164,16.263534,2276,53712,79
b'J130528.0+443625',196.36695,44.60719,1374,53083,507
b'J105949.9+575625',164.95807,57.94041,949,52427,72
b'J150949.4+333642',227.4558399,33.6118599,1386,53116,350
b'J130351.6+293722',195.9653,29.62292,2009,53904,342
b'J163503.1+412949',248.76297,41.49711,816,52379,602
b'J154330.2+452209',235.87605,45.36939,1333,52782,455
b'J094741.3+360512',146.92223,36.0867,1595,52999,464
b'J132958.1+150849',202.4923,15.14701,1774,53759,615
b'J144211.8+530839',220.54927,53.14438,1327,52781,602
b'J103609.7+275019',159.04068,27.8387,6457,56330,840
b'J121529.2+142838',183.87179,14.47735,1765,53466,80
b'J120051.7+341706',180.21577,34.28523,2099,53469,586
b'J113212.9+565806',173.05416,56.9685,1309,52762,514
b'J115755.7+293841',179.48229,29.64485,2224,53815,104
b'J163533.5+290919',248.88982,29.15549,1686,53472,352
b'J144525.3+214525',221.35577,21.75711,2144,53770,287
b'J154842.9+290906',237.17905,29.15167,1390,53142,232
b'J140325.7+443029',210.85723,44.50829,1467,53115,471
b'J141910.9+343513',214.79551,34.58714,3863,55280,790
b'J132905.6+561839',202.27339,56.31106,1320,52759,109
b'J094011.2+212009',145.04692,21.3361,2292,53713,146
b'J124640.2+372958',191.66763,37.49964,1989,53772,284
b'J144234.4+155019',220.64346,15.83886,5471,56034,808
b'J161221.8+314823',243.09112,31.8065,1419,53144,50
b'J125838.4+455523',194.66034,45.92321,1457,53116,78
b'J112945.9+120055',172.44134,12.01537,1606,53055,154
b'J142429.1+221850',216.12134,22.31394,2787,54552,453
b'J130524.7+035720',196.35312,3.95567,849,52439,52
b'J153028.9+390407',232.62051,39.06871,4977,56047,506
b'J094514.9+244641',146.31214,24.77831,2296,53735,581
b'J110107.3+614801',165.28051,61.80032,774,52286,462
b'J021047.3-004344',32.69733,-0.72897,405,51816,254
b'J143018.9+114839',217.57911,11.81095,5463,56003,128
b'J125741.5+330627',194.42307,33.10778,2006,53476,320
b'J113339.0+503457',173.41261,50.58258,966,52642,566
b'J101129.9+341359',152.87487,34.23324,1951,53389,54
b'J094643.3+481955',146.68075,48.332,7298,56661,43
b'J094658.4+293256',146.74359,29.54908,1947,53431,472
b'J130432.3+464217',196.13498,46.70492,7413,56769,151
b'J133049.7+331847',202.70725,33.31326,2112,53534,630
b'J022619.5-043127',36.58131,-4.52426,6369,56217,125
b'J081016.2+555159',122.5678399,55.8666399,1871,53384,562
b'J120353.8+371135',180.97444,37.19307,8864,57428,812
b'J153201.5+455759',233.00638,45.96661,1332,52781,196
b'J164013.8+503222',250.05763,50.53958,8058,57196,4
b'J131140.3+325250',197.9181,32.88078,2093,53818,225
b'J013016.8+011953',22.57034,1.33154,7860,57006,179
b'J151429.7+362015',228.62378,36.33756,1353,53083,484
b'J135613.4+103658',209.0561,10.61626,1702,53144,124
b'J145702.0+601023',224.25859,60.17322,608,52081,632
b'J162710.1+312240',246.79232,31.37797,1685,53463,339
b'J110722.1+635322',166.84228,63.88964,596,52370,276
b'J102045.9+492050',155.19156,49.34729,7382,56991,532
b'J144657.2+270523',221.73845,27.08993,2142,54208,475
b'J111230.0+162901',168.12535,16.48378,2491,53855,95
b'J150543.9+554947',226.43305,55.82986,793,52370,368
b'J125458.1+305153',193.74211,30.86479,1994,53845,222
b'J105224.1+372953',163.10055,37.49824,2090,53463,536
b'J151518.6+551539',228.82753,55.26106,793,52370,549
b'J092103.9+252027',140.26663,25.3411,2291,53714,419
b'J104043.0+273531',160.17931,27.59216,2358,53797,310
b'J113604.0+235819',174.01697,23.97216,2505,53856,241
b'J091503.0+081255',138.76273,8.21543,1301,52976,179
b'J123132.8+324556',187.88667,32.76582,1971,53472,461
b'J141835.1+411414',214.64658,41.23725,1348,53084,429
b'J135117.3+542244',207.82212,54.37904,1323,52797,284
b'J005445.4+004215',13.68918,0.70425,394,51913,618
b'J161218.5+391104',243.07741,39.18467,5189,56074,432
b'J100601.1+374734',151.50485,37.79292,1426,52993,439
b'J124138.8+493408',190.41179,49.56915,7415,57097,685
b'J004341.0+134437',10.92115,13.74376,419,51879,201
b'J140026.7+571849',210.11157,57.31378,1159,52669,197
b'J094856.7+002234',147.23663,0.37622,266,51630,628
b'J121327.5+314123',183.36481,31.68973,2004,53737,86
b'J132721.4+265152',201.83934,26.86454,2244,53795,582
b'J075020.6+314136',117.58611,31.69339,890,52583,237
b'J122155.3+305134',185.48069,30.85961,2232,53827,412
b'J115317.9+020130',178.32466,2.02516,515,52051,184
b'J124046.1+330356',190.19213,33.06576,6482,56358,704
b'J150247.3+254025',225.69733,25.67373,2149,54509,571
b'J084340.9+350616',130.92079,35.10446,934,52672,222
b'J080118.4+482722',120.32686,48.45614,7324,56935,556
b'J122524.4+371626',186.352,37.27394,2003,53442,539
b'J110016.7+393527',165.06981,39.59089,4625,55632,740
b'J110726.2+572957',166.85938,57.49921,950,52378,86
b'J143538.2+415425',218.90935,41.90711,1396,53112,227
b'J155959.4+390342',239.99791,39.06176,1054,52516,11
b'J014041.7-082315',25.17377,-8.38755,7163,56593,384
b'J113726.5+183942',174.36082,18.66171,2502,54180,13
b'J012708.7-015528',21.78655,-1.92465,7877,56898,40
b'J093646.0+573929',144.19188,57.65823,452,51911,112
b'J113147.6+214507',172.94859,21.75202,2500,54178,549
b'J074558.8+331319',116.49527,33.22216,755,52235,548
b'J152215.6+330433',230.56506,33.07599,1386,53116,30
b'J110143.3+443653',165.43065,44.61473,1436,53054,121
b'J114804.4+565402',177.01852,56.90067,8234,57450,450
b'J124034.8+094930',190.14523,9.82514,5411,55953,500
b'J130228.4+570119',195.6187499,57.0222199,6831,56426,893
b'J110202.8+523037',165.51208,52.51034,6706,56385,900
b'J101836.1+575222',154.6507,57.87303,8186,57452,595
b'J170721.6+353501',256.8402,35.58381,2972,54586,440
b'J092629.7+130248',141.62396,13.04693,2578,54093,479
b'J125706.7+015044',194.27813,1.84574,523,52026,150
b'J020642.9-021503',31.67917,-2.25089,7838,56958,270
b'J103348.6+631814',158.45269,63.30402,772,52375,605
b'J235451.7-040456',358.71561,-4.08234,7033,56565,791
b'J150252.6+124819',225.71928,12.8055,2751,54243,136
b'J145432.1+295558',223.63387,29.93304,3875,55364,332
b'J150621.4+584158',226.58951,58.69947,610,52056,600
b'J090636.5+355414',136.65232,35.903969,1212,52703,198
b'J140758.8+133814',211.99508,13.63731,1704,53178,558
b'J133052.3+184930',202.71822,18.82525,2641,54230,221
b'J141214.8+532556',213.06181,53.43236,7339,56799,689
b'J101914.1+415922',154.809,41.98964,1358,52994,209
b'J110631.9+351039',166.63316,35.17774,2034,53466,464
b'J001851.4+290737',4.71456,29.12719,7694,57359,862
b'J150605.0+203410',226.52107,20.56955,2153,54212,259
b'J135225.8+383502',208.10771,38.58414,2014,53460,510
b'J223631.1+203258',339.1297,20.54964,5025,55836,762
b'J122031.7+484406',185.13219,48.73512,7421,57159,639
b'J092439.4-000118',141.16419,-0.02192,474,52000,490
b'J160031.5+363338',240.13154,36.56079,1682,53173,439
b'J091531.9+540654',138.88326,54.115131,554,52000,412
b'J142836.9+494124',217.15379,49.69006,1046,52460,199
b'J140355.6+312202',210.98187,31.36748,2121,54180,92
b'J131952.0+491920',199.96698,49.32239,1282,52759,429
b'J113925.8+185430',174.85753,18.90837,2506,54179,263
b'J122348.9+300129',185.954,30.02498,2232,53827,120
b'J100614.5+210446',151.56073,21.07948,2364,53737,190
b'J135007.9+233147',207.53326,23.52974,2783,54524,397
b'J145511.5+345642',223.798,34.94516,1384,53121,266
b'J092453.4+343835',141.22253,34.64314,1593,52991,335
b'J082020.5+363014',125.08583,36.50415,826,52295,366
b'J164740.2+285457',251.91781,28.916,1342,52793,94
b'J105027.6+622055',162.61517,62.34887,773,52376,36
b'J080310.7+293246',120.7947,29.54623,860,52319,171
b'J153356.5+470139',233.48569,47.0277,1332,52781,449
b'J164544.6+225054',251.43592,22.84837,1414,53135,129
b'J094403.0+480701',146.01289,48.11721,7299,56686,538
b'J163328.4+475818',248.36845,47.97174,627,52144,429
b'J122530.2+503637',186.3761,50.61046,8227,57427,438
b'J163007.0+451641',247.52926,45.27809,626,52057,506
b'J114546.3+671237',176.44322,67.21043,492,51955,151
b'J115227.0+320958',178.11278,32.16625,1991,53446,497
b'J131309.4+112308',198.28961,11.385522,1697,53142,223
b'J021654.7-024802',34.22806,-2.8006,7883,57331,582
b'J150915.4+413135',227.31452,41.52659,1291,52738,116
b'J130501.7+280601',196.2574,28.10032,2242,54153,454
b'J141831.5+491902',214.63155,49.31749,1672,53460,453
b'J112142.8+212803',170.42839,21.46764,2496,54178,170
b'J094549.8+344552',146.4575,34.76447,1594,52992,69
b'J091954.5+355705',139.97746,35.9515,1274,52995,397
b'J113125.5+343211',172.85658,34.53659,2098,53460,326
b'J151922.0+450316',229.84184,45.05464,1050,52721,9
b'J142031.9+292850',215.13363,29.480521,2130,53881,377
b'J080401.9+492329',121.00829,49.39143,1779,53089,613
b'J153615.4+070935',234.06418,7.15988,1820,54208,502
b'J123118.6+424526',187.8279,42.75745,1454,53090,350
b'J230813.3+193021',347.05543,19.50604,7611,56946,720
b'J135744.1+641019',209.43402,64.1721,6821,56396,924
b'J131557.7+600013',198.9906,60.00384,3237,54883,544
b'J122704.5+460924',186.76877,46.15673,1371,52821,615
b'J155148.1+202601',237.95081,20.43384,3936,55302,218
b'J100836.8+564957',152.15369,56.83261,946,52407,331
b'J140501.3+292505',211.25575,29.41826,6495,56339,276
b'J095758.1+302704',149.49239,30.45116,1950,53436,406
b'J135854.7+454800',209.72804,45.80008,7428,56781,64
b'J132035.5+565836',200.14813,56.97688,1320,52759,395
b'J110428.5+351824',166.11881,35.30693,2034,53466,389
b'J130358.2+500638',195.9927,50.11067,7410,57104,710
b'J163338.1+420656',248.40901,42.11574,816,52379,636
b'J100144.8+421255',150.43667,42.21549,1217,52672,520
b'J104408.1+190553',161.03406,19.09814,2479,54174,402
b'J163855.8+433511',249.73288,43.58639,629,52051,288
b'J135024.9+240254',207.60386,24.04849,2783,54524,378
b'J000133.1+145601',0.38794,14.93363,751,52251,303
b'J154025.8-000001',235.10757,-0.00041,315,51663,172
b'J153844.4+530808',234.68541,53.13571,6715,56449,553
b'J003530.7+222913',8.87802,22.48709,7615,56977,200
b'J152153.5+594026',230.47296,59.67389,6790,56430,783
b'J163509.5+343956',248.7896,34.66564,1339,52767,466
b'J001029.2+204744',2.62204,20.7957,7593,56958,294
b'J083940.7+404745',129.91992,40.79607,895,52581,25
b'J005617.3+275349',14.07218,27.89717,7674,57359,40
b'J153818.6+410534',234.5779,41.09291,1679,53149,40
b'J101838.1+532542',154.65881,53.42859,3324,54943,77
b'J104549.0+210001',161.45446,21.00031,2478,54097,504
b'J162310.3+332405',245.79299,33.4015,1684,53239,588
b'J153600.4+483715',234.00202,48.621,1167,52738,476
b'J142155.3+384237',215.48047,38.71046,1380,53084,599
b'J003035.3-011456',7.64734,-1.24911,689,52262,133
b'J124954.9+102313',192.47902,10.38704,1791,54266,397
b'J151137.0+492316',227.90457,49.38803,1330,52822,418
b'J134754.7+023036',206.97816,2.51013,530,52026,383
b'J145403.6+591756',223.51532,59.299,608,52081,28
b'J002651.2-015910',6.71335,-1.98638,7867,57003,516
b'J140337.8+043127',210.90717,4.5242405,582,52045,238
b'J102001.2+545439',155.0053,54.91109,904,52381,445
b'J115647.9+122727',179.19969,12.45773,1610,53144,157
b'J101402.4+461954',153.51023,46.33172,7385,56710,578
b'J131635.4+240134',199.14789,24.02619,2663,54234,67
b'J100226.2+342804',150.60933,34.46785,1948,53388,628
b'J092219.9+112450',140.5832,11.41414,1740,53050,412
b'J142546.8+002243',216.4452,0.37877,305,51613,460
b'J092022.2+265842',140.09255,26.97861,5797,56273,328
b'J102627.0+231228',156.61267,23.20798,2349,53734,122
b'J144911.1+303244',222.29657,30.54583,1843,53816,267
b'J113701.6+372120',174.257,37.35569,2036,53446,63
b'J110845.1+020244',167.18794,2.0458,509,52374,193
b'J143401.9+515909',218.50793,51.98602,1327,52781,223
b'J113119.7+231439',172.83211,23.24428,6421,56274,872
b'J095223.2+531453',148.09696,53.24825,769,54530,99
b'J150227.5+544625',225.61459,54.77369,793,52370,355
b'J142916.7+300519',217.32,30.08864,3867,55652,52
b'J101226.5+261335',153.11068,26.22643,2347,53757,513
b'J161113.0+513139',242.80436,51.52754,623,52051,251
b'J132336.6+381658',200.90273,38.28281,1977,53475,93
b'J162031.8+194007',245.13273,19.66882,2970,54589,373
b'J154130.6+405945',235.37764,40.99603,1680,53171,405
b'J114848.3+014050',177.20134,1.68077,514,51994,20
b'J124538.1+192101',191.40907,19.35033,2614,54481,167
b'J163932.0+130753',249.88341,13.13147,2204,53877,76
b'J154952.8+502317',237.47037,50.38807,8410,57481,303
b'J012504.6+180655',21.26955,18.11535,7621,56985,8
b'J121043.9+390758',182.6830999,39.13294,2108,53473,616
b'J134416.4+244138',206.06858,24.69409,2666,54230,526
b'J103140.3+610647',157.91808,61.11331,772,52375,92
b'J103213.0+640011',158.05441,64.00322,489,51930,202
b'J160925.5+285456',242.35653,28.91558,1577,53495,416
b'J001636.6-043250',4.15289,-4.54723,7900,57358,226
b'J155637.7+442856',239.15738,44.48239,1169,52753,294
b'J145901.6+331902',224.75685,33.31726,1647,53531,589
b'J144326.9+571047',220.86214,57.17993,791,52435,440
b'J121534.3+432914',183.89297,43.48734,1370,53090,114
b'J162338.0+094434',245.90863,9.7427801,2532,54589,348
b'J172353.9+374834',260.97463,37.80962,4990,55743,110
b'J003152.5+004458',7.96909,0.74945,689,52262,535
b'J125318.9+144807',193.32882,14.80201,1770,53171,77
b'J120026.9+331741',180.11222,33.29476,2095,53474,380
b'J144817.8+594911',222.0744,59.81979,608,52081,493
b'J134928.5+413912',207.36905,41.65349,1345,52814,44
b'J143837.2+492904',219.65525,49.48461,1047,52733,436
b'J105640.1+671616',164.16714,67.2712,7111,56741,542
b'J105015.0+222810',162.56264,22.46951,2481,54086,226
b'J163509.5+484614',248.78984,48.77073,8056,57186,262
b'J095711.2+631013',149.297,63.17053,5722,56008,294
b'J122517.0+461140',186.32121,46.1945,1371,52821,523
b'J105939.2+563211',164.91338,56.53659,908,52373,393
b'J015551.8+040847',28.965955,4.1465159,8738,57402,820
b'J144645.9+320957',221.69145,32.16607,1842,53501,566
b'J163643.8+330706',249.18276,33.11858,1339,52767,205
b'J110801.2+193529',167.00523,19.59163,2490,54179,468
b'J142542.5+652729',216.42739,65.45818,499,51988,524
b'J212618.8+002200',321.57864,0.36674,5143,55828,369
b'J094257.7+582655',145.7405,58.44876,8194,57401,428
b'J115338.7+643753',178.41162,64.63166,598,52316,160
b'J163529.0+501757',248.87107,50.2992,8058,57196,174
b'J085753.0+462210',134.47093,46.36948,7515,56781,300
b'J092545.6+001525',141.44004,0.25717,474,52000,506
b'J140843.1+360614',212.17965,36.10416,2931,54590,191
b'J230811.5+200834',347.04826,20.14302,7611,56946,709
b'J124559.0+275134',191.49625,27.85953,2238,54205,466
b'J134121.5+654214',205.33987,65.70404,6825,56717,218
b'J000132.6+211338',0.38616,21.22743,7595,56957,190
b'J141324.3+530517',213.35145,53.08828,7339,57510,737
b'J132158.0+524435',200.49187,52.74324,1041,52724,285
b'J144410.8+404249',221.04524,40.71365,8498,57105,592
b'J144119.0+160217',220.32957,16.03807,2762,54533,145
b'J133440.6+040508',203.66919,4.0856,853,52374,190
b'J151831.7+483229',229.63226,48.54162,1330,52822,64
b'J110821.7+513956',167.09073,51.66569,877,52353,617
b'J124028.0+374122',190.11679,37.68967,2000,53495,193
b'J153549.6+432333',233.95677,43.39277,1052,52466,514
b'J143324.0+544950',218.35031,54.83065,3296,54909,144
b'J005402.4+154442',13.510019,15.74495,420,51871,578
b'J103725.5+343320',159.35657,34.55566,2096,53446,52
b'J154817.7+351135',237.07403,35.19329,1416,52875,53
b'J140027.4+463703',210.11452,46.61761,1285,52723,107
b'J112612.7+303709',171.55312,30.61932,1979,53431,39
b'J101909.3+064023',154.78906,6.67319,997,52734,557
b'J133940.0+532526',204.91674,53.4239,8208,57430,942
b'J120435.0+485647',181.14625,48.94639,7423,57135,355
b'J114339.6+280728',175.91526,28.12458,2221,53792,534
b'J011209.2+202031',18.03847,20.34214,7630,57006,700
b'J141700.6+535753',214.25268,53.96496,7340,56837,831
b'J231207.2+140218',348.03018,14.038172,744,52251,269
b'J172255.3+320311',260.73061,32.05323,2974,54592,640
b'J103413.9+585303',158.55827,58.88437,560,52296,100
b'J101852.7+411522',154.71984,41.25637,1357,53034,617
b'J004535.6+190153',11.39860999,19.03156,7618,56898,680
b'J015449.3+024107',28.70578,2.68542,7836,57278,551
b'J074719.4+182234',116.83123,18.37638,1582,52939,49
b'J143944.0+582800',219.93346,58.46687,6806,56419,426
b'J130151.5+441323',195.46464,44.22322,1374,53083,191
b'J101325.9+235056',153.35809,23.84903,6458,56274,838
b'J150756.3+495849',226.98465,49.98042,1330,52822,336
b'J093642.3+280918',144.17644,28.15511,1944,53385,239
b'J084854.8+514247',132.22847,51.71308,447,51877,163
b'J084642.5+580759',131.6773,58.1331,8193,57333,175
b'J112132.9+623813',170.38711,62.63706,775,52295,441
b'J135619.2+502107',209.08015,50.35212,1670,54553,507
b'J135102.0+304215',207.75846,30.70433,6494,56363,567
b'J161815.4+304707',244.56435,30.78538,1420,53146,151
b'J110446.2+573717',166.19268,57.62158,8184,57426,201
b'J105002.0+253106',162.5086,25.51833,6417,56308,822
b'J143706.5+420128',219.2771,42.02463,1396,53112,194
b'J101605.3+363435',154.02243,36.57644,8856,57453,922
b'J075145.5+411437',117.93985,41.24387,3674,55182,132
b'J160132.7+415451',240.38652,41.91444,6052,56092,624
b'J104629.2+184911',161.62275,18.81969,2479,54174,451
b'J083317.6+512455',128.32337,51.41542,444,51883,127
b'J103253.5+513854',158.22317,51.64859,6695,56628,208
b'J115617.6+222855',179.0734,22.48198,2513,54141,555
b'J100257.4+472217',150.7392,47.37163,872,52339,431
b'J015316.1-022921',28.31714,-2.48941,7844,56982,57
b'J015443.2+043658',28.68028,4.6162337,8738,57402,757
b'J235427.2+215422',358.61367,21.90636,7598,56956,942
b'J112742.1+154551',171.92564,15.76439,1754,53385,326
b'J095750.2+530139',149.45944,53.02759,8182,56993,843
b'J020459.5-080837',31.24797,-8.14372,666,52149,615
b'J114211.5+600445',175.54826,60.07924,2881,54502,517
b'J020428.7-031024',31.11993,-3.17342,7838,56958,379
b'J102908.1+252807',157.28405,25.46886,6464,56309,767
b'J103857.9+421559',159.74161,42.26664,1361,53047,474
b'J144902.7+472150',222.26149,47.36409,1048,52736,286
b'J131420.6+610324',198.58594,61.05678,784,52327,225
b'J235534.7+043725',358.89469,4.62377,4277,55506,592
b'J165006.3+414032',252.52658,41.67559,631,52079,274
b'J114350.2+024846',175.95945,2.81286,514,51994,477
b'J121032.8-011746',182.63667,-1.29623,332,52367,456
b'J073148.0+384535',112.95004,38.75976,1733,53047,599
b'J111726.1+473554',169.35873,47.598217,1441,53083,321
b'J123625.3+342601',189.1055,34.43384,2020,53431,437
b'J094734.1+291523',146.89245,29.25648,1947,53431,476
b'J153240.1+433228',233.1673,43.54139,1052,52466,424
b'J111252.4+140549',168.2184,14.09715,5365,55945,696
b'J131659.6+572403',199.24838,57.40098,1319,52791,541
b'J114804.3+453455',177.01793,45.58221,1367,53083,629
b'J152921.1+525240',232.33822,52.8778,795,52378,381
b'J120216.6+563553',180.56955,56.5982,1313,52790,70
b'J131944.4+330616',199.93529,33.10467,2093,53818,72
b'J154605.5+421814',236.52328,42.30413,1053,52468,580
b'J110538.3+171459',166.40999,17.24988,2491,53855,323
b'J122010.3-013213',185.04283,-1.5368115,333,52313,521
b'J145912.4+372826',224.80171,37.47415,1351,52790,103
b'J103014.7+612905',157.56151,61.48486,772,52375,81
b'J092532.0+424210',141.38367,42.7028799,8298,57390,907
b'J123530.2+524257',188.87589,52.71592,884,52374,625
b'J142656.9+483414',216.73723,48.57081,8434,57484,582
b'J131728.6+361900',199.36922,36.31689,2032,53815,41
b'J130130.2+604538',195.37622,60.7607,957,52398,566
b'J111356.5+553850',168.48545,55.64726,908,52373,71
b'J121320.9+295842',183.33743,29.97858,2228,53818,80
b'J144211.7+550848',220.54888,55.14692,1162,52668,79
b'J090921.1+312825',137.338,31.47367,1591,52976,145
b'J120524.3+130328',181.35147,13.057829,1611,53147,487
b'J130109.8+511840',195.29101,51.31121,6673,56419,46
b'J121146.8+361150',182.94506,36.1974,2105,53472,178
b'J125235.2+550335',193.14687,55.05995,6679,56401,684
b'J165658.4+275502',254.24337,27.91728,5013,55723,428
b'J080347.8+461017',120.94944,46.17154,7379,56713,696
b'J170222.1+323133',255.5921,32.52584,973,52426,147
b'J112131.3+123613',170.3808,12.60372,1605,53062,508
b'J121709.2+662444',184.28852,66.41248,493,51957,2
b'J124614.4+582613',191.56003,58.43714,1317,52765,446
b'J114955.1+581603',177.47999,58.26764,1312,52781,416
b'J152026.8+542424',230.11205,54.40688,794,52376,428
b'J150651.1+504855',226.71293,50.81543,6727,56369,586
b'J114940.5+603709',177.41888,60.6192,953,52411,447
b'J131233.9+524058',198.14139,52.68303,6759,56416,78
b'J143624.1+590927',219.10021,59.157464,790,52441,450
